NO,sigungu,beonji,bonbeon,bubeon,dangi,class,area,cntr_ym,cntr_d,deposit,m_rent,floor,built_y,road_nm,cntr_prd,cntr_cls ,renew,pre_deposit,pre_m_rent
2597,서울특별시 용산구 한강로2가,02월 08일,2,8,벽산메가트리움,전세,84.87,202401,23,83,000,0,26,2005,한강대로43길 8,202404~202504,갱신,-,68,250,0
2598,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,19.6951,202401,24,8,316,13,5,2021,백범로99길 40,-,-,-,,
2599,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,39.8036,202401,24,3,410,5,33,2021,백범로99길 40,-,-,-,,
2600,서울특별시 용산구 한강로2가,420,420,0,용산푸르지오써밋(420),전세,112.1122,202401,25,140,000,0,10,2017,한강대로 69,202404~202604,신규,-,,
2601,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,49.9403,202401,26,19,707,34,27,2021,백범로99길 40,-,-,-,,
2602,서울특별시 용산구 한강로2가,417,417,0,용산파크e-편한세상,월세,84.67,202401,27,62,000,30,2,2007,한강대로53길 16,202403~202603,신규,-,,
2603,서울특별시 용산구 한강로2가,02월 11일,2,11,한강로대우아이빌,월세,28.22,202401,27,15,000,50,13,2004,한강대로43길 13,202402~202602,신규,-,,
2604,서울특별시 용산구 한강로2가,02월 11일,2,11,한강로대우아이빌,전세,32.39,202401,28,27,000,0,12,2004,한강대로43길 13,202402~202602,신규,-,,
2605,서울특별시 용산구 한강로2가,420,420,0,용산푸르지오써밋(420),월세,148.8269,202401,29,50,000,680,33,2017,한강대로 69,202402~202602,신규,-,,
2606,서울특별시 용산구 한강로2가,417,417,0,용산파크e-편한세상,월세,84.67,202401,30,10,000,250,19,2007,한강대로53길 16,202403~202603,신규,-,,
2607,서울특별시 용산구 한강로2가,420,420,0,용산푸르지오써밋(420),전세,137.5778,202402,2,165,000,0,13,2017,한강대로 69,202404~202604,갱신,-,141,750,0
2608,서울특별시 용산구 한강로2가,417,417,0,용산파크e-편한세상,월세,84.67,202402,3,5,000,260,14,2007,한강대로53길 16,202403~202603,신규,-,,
2609,서울특별시 용산구 한강로2가,417,417,0,용산파크e-편한세상,전세,113.31,202402,6,90,000,0,23,2007,한강대로53길 16,202404~202604,신규,-,,
2610,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,44.9009,202402,8,17,729,31,35,2021,백범로99길 40,202403~202603,신규,-,,
2611,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,49.9933,202402,8,19,707,34,31,2021,백범로99길 40,-,-,-,,
2612,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,19.6951,202402,14,2,540,9,4,2021,백범로99길 40,202403~202603,신규,-,,
2613,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,49.9933,202402,15,19,707,33,9,2021,백범로99길 40,202405~202605,갱신,-,19,707,30
2614,서울특별시 용산구 한강로2가,02월 11일,2,11,한강로대우아이빌,전세,29.53,202402,15,26,200,0,15,2004,한강대로43길 13,202403~202603,갱신,사용,25,000,0
2615,서울특별시 용산구 한강로2가,02월 08일,2,8,벽산메가트리움,전세,116.28,202402,17,94,500,0,11,2005,한강대로43길 8,202403~202603,신규,-,,
2616,서울특별시 용산구 한강로2가,420,420,0,용산푸르지오써밋(420),월세,169.055,202402,21,0,1,300,30,2017,한강대로 69,202404~202603,신규,-,,
2617,서울특별시 용산구 한강로2가,02월 11일,2,11,한강로대우아이빌,월세,29.53,202402,21,4,000,80,13,2004,한강대로43길 13,202403~202603,신규,-,,
2618,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,39.8036,202402,23,6,879,56,11,2021,백범로99길 40,202403~202603,신규,-,,
2619,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,19.6951,202402,27,8,316,14,28,2021,백범로99길 40,202404~202604,신규,-,,
2620,서울특별시 용산구 한강로2가,420,420,0,용산푸르지오써밋(420),전세,137.5778,202402,28,170,000,0,22,2017,한강대로 69,202403~202603,신규,-,,
2621,서울특별시 용산구 한강로2가,420,420,0,용산푸르지오써밋(420),전세,137.5778,202402,28,170,000,0,22,2017,한강대로 69,202403~202603,신규,-,,
2622,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,39.8036,202402,28,5,744,7,4,2021,백범로99길 40,202402~202602,신규,-,,
2623,서울특별시 용산구 한강로2가,417,417,0,용산파크e-편한세상,전세,113.31,202403,1,82,000,0,12,2007,한강대로53길 16,202403~202603,갱신,-,70,000,0
2624,서울특별시 용산구 한강로2가,02월 11일,2,11,한강로대우아이빌,전세,32.39,202403,2,25,000,0,13,2004,한강대로43길 13,202404~202604,신규,-,,
2625,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,19.6951,202403,4,2,540,9,8,2021,백범로99길 40,202403~202404,신규,-,,
2626,서울특별시 용산구 한강로2가,02월 11일,2,11,한강로대우아이빌,월세,29.53,202403,9,1,000,90,14,2004,한강대로43길 13,202404~202604,신규,-,,
2627,서울특별시 용산구 한강로2가,420,420,0,용산푸르지오써밋(420),전세,112.1122,202403,13,130,000,0,16,2017,한강대로 69,202405~202605,신규,-,,
2628,서울특별시 용산구 한강로2가,420,420,0,용산푸르지오써밋(420),월세,152.4741,202403,13,20,000,850,16,2017,한강대로 69,202404~202604,신규,-,,
2629,서울특별시 용산구 한강로2가,2-185,2,185,용산아이피아대주피오레,전세,84.6,202403,14,42,000,0,13,2007,청파로20길 9,202405~202605,신규,-,,
2630,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,44.9009,202403,14,17,729,31,26,2021,백범로99길 40,202404~202604,신규,-,,
2631,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,49.9403,202403,14,19,707,35,28,2021,백범로99길 40,202404~202604,신규,-,,
2632,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,39.8036,202403,15,16,080,28,27,2021,백범로99길 40,202404~202604,신규,-,,
2633,서울특별시 용산구 한강로2가,420,420,0,용산푸르지오써밋(420),월세,118.3669,202403,21,0,750,18,2017,한강대로 69,202404~202604,신규,-,,
2634,서울특별시 용산구 한강로2가,02월 11일,2,11,한강로대우아이빌,월세,28.22,202403,21,23,100,20,15,2004,한강대로43길 13,202404~202604,갱신,-,23,100,0
2635,서울특별시 용산구 한강로2가,02월 11일,2,11,한강로대우아이빌,월세,34.02,202403,23,10,000,52,12,2004,한강대로43길 13,202404~202604,신규,-,,
2636,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,39.8036,202403,25,5,141,18,29,2021,백범로99길 40,202404~202604,신규,-,,
2637,서울특별시 용산구 한강로2가,02월 11일,2,11,한강로대우아이빌,월세,32.39,202403,25,5,000,85,11,2004,한강대로43길 13,202404~202504,신규,-,,
2638,서울특별시 용산구 한강로2가,02월 11일,2,11,한강로대우아이빌,월세,32.39,202403,25,10,000,80,14,2004,한강대로43길 13,202404~202604,신규,-,,
2639,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,49.6573,202403,28,19,707,35,5,2021,백범로99길 40,202404~202604,신규,-,,
2640,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,39.8036,202403,28,16,052,28,18,2021,백범로99길 40,202405~202605,신규,-,,
2641,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,49.9403,202403,28,19,707,34,22,2021,백범로99길 40,-,-,-,,
2642,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,49.9403,202403,28,19,707,34,22,2021,백범로99길 40,202404~202604,신규,-,,
2643,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,49.9933,202403,29,19,707,33,34,2021,백범로99길 40,202405~202605,갱신,-,19,707,30
2644,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,49.9403,202403,29,19,707,35,30,2021,백범로99길 40,202404~202604,신규,-,,
2645,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,19.6951,202404,1,8,316,13,6,2021,백범로99길 40,202406~202606,갱신,-,8,316,12
2646,서울특별시 용산구 한강로2가,02월 11일,2,11,한강로대우아이빌,월세,28.22,202404,12,500,95,15,2004,한강대로43길 13,202404~202504,신규,-,,
2647,서울특별시 용산구 한강로2가,2-185,2,185,용산아이피아대주피오레,월세,84.6,202404,20,20,000,100,14,2007,청파로20길 9,202405~202605,신규,-,,
2648,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,19.6951,202404,22,2,540,9,16,2021,백범로99길 40,202405~202605,신규,-,,
2649,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,49.9933,202404,25,19,707,34,28,2021,백범로99길 40,202405~202605,신규,-,,
2650,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,48.9018,202404,26,19,323,33,4,2021,백범로99길 40,202406~202606,신규,-,,
2651,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,19.6951,202404,26,8,316,13,31,2021,백범로99길 40,202407~202607,신규,-,,
2652,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,19.6951,202404,26,8,316,14,16,2021,백범로99길 40,202405~202605,신규,-,,
2653,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,49.9933,202404,26,19,707,34,13,2021,백범로99길 40,202405~202605,신규,-,,
2654,서울특별시 용산구 한강로2가,417,417,0,용산파크e-편한세상,전세,84.67,202405,3,80,000,0,11,2007,한강대로53길 16,202407~202607,신규,-,,
2655,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,39.8036,202405,10,16,052,28,7,2021,백범로99길 40,202406~202606,신규,-,,
2656,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,49.9933,202405,10,19,707,35,22,2021,백범로99길 40,202406~202606,신규,-,,
2657,서울특별시 용산구 한강로2가,02월 11일,2,11,한강로대우아이빌,월세,29.53,202405,14,27,000,10,13,2004,한강대로43길 13,202406~202606,신규,-,,
2658,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),월세,134.02,202305,24,20,000,550,16,2009,서빙고로 67,202307~202506,-,-,,
2659,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),월세,100.29,202306,1,60,000,180,21,2009,서빙고로 67,202307~202507,신규,-,,
2660,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),전세,123.42,202306,2,110,000,0,24,2009,서빙고로 67,202307~202507,신규,-,,
2661,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),월세,118.2,202306,2,0,550,8,2009,서빙고로 67,202306~202412,갱신,-,0,530
2662,서울특별시 용산구 용산동5가,01월 24일,24,1,용산파크타워(24-1),전세,130.56,202306,2,140,000,0,17,2009,서빙고로 69,202307~202507,신규,-,,
2663,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),전세,100.29,202306,5,110,000,0,39,2009,서빙고로 67,202309~202509,신규,-,,
2664,서울특별시 용산구 용산동5가,01월 24일,24,1,용산파크타워(24-1),월세,205.29,202306,6,140,000,250,31,2009,서빙고로 69,202308~202608,신규,-,,
2665,서울특별시 용산구 용산동5가,01월 24일,24,1,용산파크타워(24-1),월세,128.36,202306,9,0,650,7,2009,서빙고로 69,202307~202506,신규,-,,
2666,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),전세,100.29,202306,13,105,000,0,25,2009,서빙고로 67,202307~202507,신규,-,,
2667,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),전세,149.92,202306,16,170,000,0,12,2009,서빙고로 67,202307~202507,갱신,사용,200,000,0
2668,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),월세,149.92,202306,17,20,000,650,34,2009,서빙고로 67,202308~202508,신규,-,,
2669,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),전세,100.29,202306,19,110,000,0,30,2009,서빙고로 67,202310~202510,신규,-,,
2670,서울특별시 용산구 용산동5가,01월 24일,24,1,용산파크타워(24-1),전세,140.31,202306,22,150,000,0,15,2009,서빙고로 69,202308~202508,갱신,사용,160,000,0
2671,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),전세,100.29,202306,24,100,000,0,5,2009,서빙고로 67,202309~202509,신규,-,,
2672,서울특별시 용산구 용산동5가,01월 24일,24,1,용산파크타워(24-1),전세,128.36,202306,30,140,000,0,13,2009,서빙고로 69,202307~202507,-,-,,
2673,서울특별시 용산구 용산동5가,01월 24일,24,1,용산파크타워(24-1),전세,139.7,202307,1,160,000,0,13,2009,서빙고로 69,202308~202508,갱신,사용,175,000,0
2674,서울특별시 용산구 용산동5가,01월 24일,24,1,용산파크타워(24-1),월세,95.96,202307,6,50,000,320,15,2009,서빙고로 69,202308~202408,갱신,-,50,000,320
2675,서울특별시 용산구 용산동5가,01월 24일,24,1,용산파크타워(24-1),월세,128.36,202307,11,60,000,300,22,2009,서빙고로 69,202308~202508,신규,-,,
2676,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),전세,124.8,202307,13,150,000,0,34,2009,서빙고로 67,202309~202603,신규,-,,
2677,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),전세,124.8,202307,13,150,000,0,34,2009,서빙고로 67,202309~202603,신규,-,,
2678,서울특별시 용산구 용산동5가,01월 24일,24,1,용산파크타워(24-1),전세,130.56,202307,15,130,000,0,4,2009,서빙고로 69,202309~202509,신규,-,,
2679,서울특별시 용산구 용산동5가,01월 24일,24,1,용산파크타워(24-1),전세,95.96,202307,17,110,000,0,22,2009,서빙고로 69,202310~202510,신규,-,,
2680,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),전세,100.29,202307,18,110,000,0,4,2009,서빙고로 67,202309~202509,신규,-,,
2681,서울특별시 용산구 용산동5가,01월 24일,24,1,용산파크타워(24-1),월세,158.33,202307,20,20,000,650,23,2009,서빙고로 69,202308~202508,신규,-,,
2682,서울특별시 용산구 용산동5가,01월 24일,24,1,용산파크타워(24-1),월세,95.96,202307,22,50,000,230,7,2009,서빙고로 69,202309~202509,신규,-,,
2683,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),월세,124.8,202307,24,70,000,280,30,2009,서빙고로 67,202309~202509,신규,-,,
2684,서울특별시 용산구 용산동5가,01월 24일,24,1,용산파크타워(24-1),전세,99.09,202308,2,75,000,0,21,2009,서빙고로 69,202308~202408,신규,-,,
2685,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),월세,154.47,202308,7,20,000,700,33,2009,서빙고로 67,202308~202508,신규,-,,
2686,서울특별시 용산구 용산동5가,01월 24일,24,1,용산파크타워(24-1),월세,205.29,202308,11,0,1,100,28,2009,서빙고로 69,202309~202509,신규,-,,
2687,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),전세,100.29,202308,12,94,500,0,39,2009,서빙고로 67,202310~202510,갱신,사용,90,000,0
2688,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),월세,149.92,202308,17,70,000,350,32,2009,서빙고로 67,202308~202508,-,-,,
2689,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),전세,154.47,202308,19,170,000,0,34,2009,서빙고로 67,-,-,-,,
2690,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),전세,154.47,202308,19,170,000,0,34,2009,서빙고로 67,202310~202510,신규,-,,
2691,서울특별시 용산구 용산동5가,01월 24일,24,1,용산파크타워(24-1),전세,95.96,202308,21,110,000,0,9,2009,서빙고로 69,202308~202508,신규,-,,
2692,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),월세,131.53,202308,24,10,000,500,23,2009,서빙고로 67,202310~202510,신규,-,,
2693,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),월세,149.92,202309,6,80,000,300,26,2009,서빙고로 67,202310~202510,신규,-,,
2694,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),전세,137.63,202309,7,150,000,0,38,2009,서빙고로 67,202310~202510,신규,-,,
2695,서울특별시 용산구 용산동5가,01월 24일,24,1,용산파크타워(24-1),월세,103.12,202309,7,20,000,400,8,2009,서빙고로 69,202310~202510,신규,-,,
2696,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),월세,134.02,202309,8,10,000,600,24,2009,서빙고로 67,202310~202510,신규,-,,
2697,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),월세,134.02,202309,8,10,000,600,24,2009,서빙고로 67,202310~202510,신규,-,,
2698,서울특별시 용산구 용산동5가,01월 24일,24,1,용산파크타워(24-1),월세,99.09,202309,12,60,000,160,7,2009,서빙고로 69,202309~202509,신규,-,,
2699,서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),월세,137.63,202309,14,60,000,300,21,2009,서빙고로 67,202309~202509,갱신,-,60,000,250
